Fighter_Name,Height,Reach,Wins,Losses,Draws,Str_Acc,Str_Def,Wins_DQ,Wins_Decision,Wins_KO_TKO,Wins_Submission,Wins_Round_1,Wins_Round_2,Wins_Round_3,Wins_Round_4,Wins_Round_5
Tereza Bleda,"5' 9""","71.0""",7,2,0,51%,43%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dashawn Boatwright,"6' 0""",0,3,1,0,0%,12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Bochniak,"5' 7""","70.0""",8,5,0,31%,58%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
James Bochnovic,"6' 4""","81.0""",8,3,0,26%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roman Bogatov,"5' 8""","73.0""",10,1,0,42%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mandy Bohm,"5' 7""","71.0""",8,2,0,45%,60%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gaston Bolanos,"5' 7""","69.0""",8,5,0,49%,50%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Denys Bondar,"5' 6""","69.0""",14,5,0,50%,56%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Bonfim,"6' 1""","72.0""",19,1,0,46%,63%,0.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0
Ismael Bonfim,"5' 8""","71.0""",20,6,0,54%,65%,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Rogerio Bontorin,"5' 5""","67.0""",16,4,0,52%,50%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Ray Borg,"5' 4""","63.0""",13,5,0,52%,48%,0.0,5.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0
Kevin Borjas,"5' 5""","68.0""",10,5,0,44%,49%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Calen Born,"5' 8""","72.0""",7,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Borralho,"6' 1""","75.0""",18,2,0,56%,60%,0.0,6.0,1.0,1.0,0.0,2.0,5.0,0.0,1.0
Zachary Borrego,"6' 2""","78.0""",3,1,0,0%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viacheslav Borshchev,"5' 11""","69.0""",8,7,1,50%,57%,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
Tanner Boser,"6' 2""","75.0""",21,10,1,52%,58%,0.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0
Poliana Botelho,"5' 8""","67.0""",8,5,0,58%,54%,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Ilian Bouafia,"6' 5""","78.0""",7,0,0,47%,65%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyron Bowen,"6' 3""","73.0""",9,5,0,57%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anvar Boynazarov,"5' 9""",0,3,1,0,0%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Brady,"5' 10""","72.0""",18,2,0,55%,59%,0.0,4.0,0.0,4.0,0.0,1.0,5.0,1.0,1.0
Ramiz Brahimaj,"5' 10""","72.0""",13,6,0,48%,47%,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0
Adam Bramhald,"5' 10""","70.0""",13,3,0,45%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Brand,"5' 6""","65.0""",5,2,0,25%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Brandao,"5' 7""","64.0""",22,11,0,47%,62%,0.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0
Bruna Brasil,"5' 6""","65.0""",11,6,1,56%,52%,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Martin Bravo,"5' 8""","71.0""",11,3,0,39%,51%,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mike Breeden,"5' 10""","70.0""",11,6,0,45%,42%,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Tom Breese,"6' 3""","73.0""",12,3,0,50%,60%,0.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
Elves Brener,"5' 10""","72.0""",16,6,0,47%,50%,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
Marcos Brigagao,"6' 3""","76.0""",11,1,0,43%,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joanderson Brito,"5' 8""","72.0""",18,5,1,51%,44%,0.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0
Kaik Brito,"5' 11""","72.0""",16,5,0,38%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Icaro Brito,0,0,7,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Brooks,"5' 10""","72.0""",18,4,0,59%,56%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jarred Brooks,"5' 3""","62.0""",13,2,0,46%,62%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Randy Brown,"6' 3""","78.0""",20,7,0,47%,54%,0.0,7.0,4.0,3.0,2.0,3.0,9.0,0.0,0.0
TJ Brown,"5' 9""","72.0""",17,11,0,44%,49%,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
Cody Brundage,"6' 0""","72.0""",11,9,1,48%,50%,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0
Robert Bryczek,"6' 0""","75.0""",18,6,0,36%,59%,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Lukasz Brzeski,"6' 3""","78.0""",9,7,1,50%,54%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Marcus Buchecha,"6' 2""","77.0""",5,2,1,49%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joaquin Buckley,"5' 10""","76.0""",21,7,0,36%,59%,0.0,3.0,8.0,0.0,0.0,5.0,6.0,0.0,0.0
Martin Buday,"6' 4""","77.0""",16,2,0,53%,55%,0.0,6.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0
Dylan Budka,"6' 0""","75.0""",7,5,0,38%,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayra Bueno Silva,"5' 6""","66.0""",10,6,1,56%,51%,0.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0
Marek Bujlo,"6' 4""","77.0""",6,1,0,38%,37%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modestas Bukauskas,"6' 3""","76.0""",19,7,0,42%,50%,0.0,3.0,3.0,1.0,3.0,0.0,4.0,0.0,0.0
Lee Kwan Bum,"6' 2""",0,0,1,0,14%,100%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Bunes,"5' 7""","69.0""",14,9,0,46%,47%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Shane Burgos,"5' 11""","75.0""",15,3,0,52%,56%,0.0,5.0,2.0,1.0,1.0,0.0,7.0,0.0,0.0
Justin Burlinson,"6' 1""","74.0""",6,1,0,40%,61%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mads Burnell,"5' 8""","69.0""",9,3,0,41%,51%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gilbert Burns,"5' 10""","71.0""",22,9,0,48%,52%,0.0,7.0,3.0,5.0,4.0,3.0,7.0,0.0,1.0
Herbert Burns,"5' 9""","73.0""",11,6,0,36%,41%,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
Nah-Shon Burrell,"5' 11""",0,15,7,0,47%,56%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Martin Buschkamp,"5' 9""",0,9,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dakota Bush,"5' 10""","73.0""",8,4,0,38%,41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Bustillos,"5' 8""",0,5,3,0,59%,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Butler,"5' 10""","73.0""",12,6,0,34%,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP Buys,"5' 5""","67.0""",9,6,0,39%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Buzukja,"5' 9""","70.0""",12,5,0,43%,48%,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Michael Byrnes,"5' 11""",0,5,3,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Cabrera,0,0,9,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Caceres,"5' 10""","73.0""",21,15,0,49%,62%,0.0,10.0,2.0,4.0,2.0,3.0,11.0,0.0,0.0
Vince Cachero,"5' 6""","68.0""",7,4,0,45%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Priscila Cachoeira,"5' 7""","65.0""",13,8,0,44%,45%,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0
Lucas Caldas,"5' 8""","70.0""",6,2,0,41%,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Calderon,"5' 11""","71.0""",6,3,0,42%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrion Caldwell,"5' 10""",0,10,1,0,34%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolle Caliari,"5' 3""","62.0""",8,4,0,38%,53%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Callens,"5' 10""",0,6,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cynthia Calvillo,"5' 4""","64.0""",9,6,1,38%,64%,0.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0
Frank Camacho,"5' 10""","73.0""",22,10,0,46%,51%,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Lucas Camacho,"6' 4""","80.0""",6,1,0,38%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus Camilo,"5' 10""","69.0""",10,3,0,43%,64%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chris Camozzi,"6' 2""","75.0""",24,13,0,44%,56%,0.0,6.0,2.0,1.0,1.0,0.0,8.0,0.0,0.0
Brian Camozzi,"6' 2""","78.0""",7,5,0,26%,54%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Campbell,"6' 0""","71.0""",14,6,0,59%,55%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Charlie Campbell,"6' 0""","72.0""",9,3,0,51%,55%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Kitt Campbell,"6' 1""","73.0""",16,7,0,53%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurtis Campbell,"5' 9""","72.0""",8,0,0,77%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Campos,"5' 9""",0,19,6,0,23%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksa Camur,"6' 1""","74.0""",6,3,0,57%,54%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Carlos Candelario,"5' 8""","68.0""",8,3,0,46%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronaldo Candido,"5' 6""",0,6,0,0,42%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Cantwell,"6' 2""","75.0""",7,6,0,34%,55%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Paul Capaldo,"5' 7""",0,6,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Caracappa,"5' 8""","70.0""",6,1,0,50%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Carlos Junior,"6' 2""","79.0""",11,5,0,42%,52%,0.0,2.0,0.0,5.0,2.0,1.0,4.0,0.0,0.0
Spike Carlyle,"5' 8""","71.0""",9,3,0,54%,30%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ariane Carnelossi,"5' 2""","61.0""",15,4,0,38%,44%,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
Luana Carolina,"5' 6""","69.0""",11,5,0,51%,51%,0.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Tim Caron,"6' 1""",0,7,1,0,50%,12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton Carpenter,"5' 6""","66.0""",8,2,0,53%,55%,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Cain Carrizosa,"5' 8""",0,10,3,0,42%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Cartwright,"5' 9""","68.0""",10,1,0,38%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Carvalho,"6' 3""",0,14,1,0,50%,54%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Case,"5' 10""","72.0""",22,6,0,38%,61%,0.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
Cortney Casey,"5' 7""","67.0""",10,10,0,39%,55%,0.0,3.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0
Joe Cason,"6' 3""",0,9,1,0,55%,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Castaneda,"5' 6""","71.0""",21,8,0,50%,53%,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
Jacqueline Cavalcanti,"5' 8""","70.0""",10,1,0,46%,68%,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Igor Cavalcanti,"5' 11""","79.0""",9,1,0,42%,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Cejudo,"5' 4""","64.0""",16,6,0,47%,57%,0.0,6.0,4.0,0.0,1.0,2.0,6.0,0.0,1.0
Vinicius Cenci,"6' 1""","74.0""",7,2,0,48%,62%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katlyn Cerminara,"5' 9""","68.0""",18,6,0,34%,62%,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
Rafael Cerqueira,"6' 3""","76.0""",11,4,0,43%,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luan Chagas,"6' 0""","75.0""",15,3,1,47%,62%,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Edgar Chairez,"5' 7""","71.0""",13,6,0,45%,46%,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
Chelsea Chandler,"5' 8""","68.0""",6,4,0,45%,40%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Eduardo Chapolin,"5' 7""","67.0""",15,2,0,40%,64%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Charriere,"5' 8""","69.0""",21,12,1,50%,53%,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
Jeisla Chaves,"5' 6""","68.0""",7,0,0,51%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Chavez,"5' 8""","67.0""",11,5,1,38%,50%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fabio Cherant,"6' 1""","74.0""",7,4,0,40%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macy Chiasson,"5' 11""","72.0""",11,6,0,46%,44%,0.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0
Michael Chiesa,"6' 1""","75.0""",19,7,0,40%,57%,0.0,6.0,0.0,8.0,2.0,5.0,6.0,0.0,1.0
Giga Chikadze,"6' 0""","74.0""",15,6,0,42%,59%,0.0,5.0,3.0,0.0,2.0,0.0,6.0,0.0,0.0
Khamzat Chimaev,"6' 2""","75.0""",15,0,0,60%,43%,0.0,3.0,2.0,4.0,5.0,1.0,2.0,0.0,1.0
Dooho Choi,"5' 10""","70.0""",16,4,1,56%,56%,0.0,0.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0
SeungWoo Choi,"6' 0""","74.0""",11,8,0,38%,47%,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
SeungGuk Choi,"5' 6""","64.0""",7,3,0,42%,65%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DongHun Choi,"5' 5""","66.0""",9,0,0,66%,58%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Mark Choinski,"5' 8""","69.0""",8,1,0,50%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Chope,"6' 4""",0,34,13,0,27%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Chovancek,"5' 8""","67.0""",9,0,0,50%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Christian,"6' 7""","80.0""",9,3,0,56%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Christodoulou,"5' 9""",0,12,7,0,26%,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Church,"5' 11""","72.0""",4,1,0,40%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannah Cifers,"5' 1""","62.0""",10,7,0,44%,52%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Misha Cirkunov,"6' 3""","77.0""",15,9,0,51%,57%,0.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0
Devin Clark,"6' 0""","75.0""",14,9,0,54%,44%,0.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0
Jessica-Rose Clark,"5' 5""","64.0""",11,9,0,51%,58%,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Shannon Clark,"5' 5""","64.0""",5,1,0,58%,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Climaco,"5' 4""","65.0""",9,2,0,59%,57%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Colares,"5' 8""","69.0""",10,4,0,45%,36%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Coltin Cole,0,0,4,5,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Cole,"5' 9""",0,2,3,0,36%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandler Cole,"5' 10""","72.0""",10,4,0,60%,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clay Collard,"5' 11""","73.0""",14,7,0,32%,50%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jake Collier,"6' 3""","78.0""",13,10,0,44%,50%,0.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0
Rose Conceicao,"4' 7""","65.0""",7,1,0,28%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roque Conceicao,"5' 4""","67.0""",10,3,0,40%,41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Congdon,"6' 2""","75.0""",7,2,0,35%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Cooper,"6' 0""",0,23,12,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amanda Cooper,"5' 3""","64.0""",3,5,0,44%,51%,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Michael Cora,"6' 1""","77.0""",4,1,0,28%,66%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alden Coria,"5' 8""","67.0""",12,3,0,44%,69%,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Nora Cornolle,"5' 7""","67.0""",9,4,0,55%,56%,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
Waldo Cortes Acosta,"6' 4""","78.0""",17,2,0,49%,56%,0.0,5.0,5.0,0.0,3.0,2.0,5.0,0.0,0.0
Tracy Cortez,"5' 5""","65.0""",12,3,0,48%,57%,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Reyes Cortez Jr.,"5' 7""","68.0""",7,3,0,45%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Cosce,"5' 9""","71.0""",7,2,0,45%,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orion Cosce,"5' 11""","71.0""",8,2,0,53%,44%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Paulo Costa,"6' 1""","72.0""",15,4,0,58%,49%,0.0,3.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0
Randy Costa,"5' 9""","73.0""",6,4,0,46%,58%,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Alessandro Costa,"5' 4""","67.0""",14,5,0,44%,57%,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Melquizael Costa,"5' 10""","71.0""",26,7,0,49%,54%,0.0,3.0,2.0,2.0,3.0,0.0,4.0,0.0,0.0
Vitor Costa,"6' 2""","75.0""",8,2,0,54%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JC Cottrell,"5' 9""",0,17,5,0,25%,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JR Coughran,"5' 6""",0,4,1,0,57%,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colby Covington,"5' 11""","72.0""",17,5,0,38%,54%,0.0,7.0,3.0,2.0,1.0,0.0,7.0,0.0,4.0
Hailey Cowan,"5' 8""","67.0""",7,4,0,42%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Craig,"6' 3""","76.0""",17,10,1,45%,43%,0.0,0.0,3.0,6.0,4.0,3.0,2.0,0.0,0.0
Melissa Croden,"5' 9""","68.0""",7,3,0,48%,53%,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Kevin Croom,"5' 11""","73.0""",21,15,0,34%,41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiefer Crosbie,"5' 11""","70.0""",10,6,0,64%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ken Cross,"6' 0""","72.0""",11,3,0,57%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen Crowder,"6' 3""","76.0""",10,4,0,51%,56%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jimmy Crute,"6' 2""","74.0""",14,4,2,52%,42%,0.0,0.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0
Aalon Cruz,"6' 0""","78.0""",8,4,0,39%,58%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timmy Cuamba,"5' 9""","71.0""",10,3,0,44%,57%,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Jay Cucciniello,"5' 7""",0,8,1,0,21%,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Culibao,"5' 10""","73.0""",11,4,1,44%,59%,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
Abel Cullum,"5' 7""",0,20,6,0,40%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Cunha,"6' 3""","79.0""",8,2,0,30%,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alton Cunningham,"6' 2""","77.0""",4,2,0,75%,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ Cunningham,"5' 10""","71.0""",11,5,0,29%,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Cuozzi Jr.,"5' 9""","71.0""",8,1,0,17%,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santo Curatolo,"5' 3""","62.0""",6,2,0,39%,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kailin Curran,"5' 4""","65.0""",4,5,0,43%,53%,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Pat Curran,"5' 9""",0,22,7,0,58%,63%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Currie,"6' 3""","76.0""",12,4,0,47%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Curtis,"5' 10""","75.0""",32,12,0,50%,54%,0.0,3.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0
Ion Cutelaba,"6' 1""","75.0""",19,11,1,43%,47%,0.0,3.0,4.0,1.0,5.0,0.0,3.0,0.0,0.0
Gleidson Cutis,"5' 9""",0,7,4,0,52%,59%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henrique da Silva,"6' 3""","76.0""",14,5,0,60%,40%,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
Ariane da Silva,"5' 6""","67.0""",17,11,0,41%,50%,0.0,4.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0
Alex Da Silva,"5' 8""","73.0""",21,4,0,46%,56%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Radley Da Silva,"5' 9""","71.0""",8,1,0,22%,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deni Daffa,"6' 0""","74.0""",6,2,0,38%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aisling Daly,"5' 2""","64.0""",16,6,0,52%,55%,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Leonardo Damiani,"5' 10""","69.0""",10,3,1,23%,37%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batgerel Danaa,"5' 7""","70.0""",12,5,0,36%,47%,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
Peter Danesoe,"5' 9""","68.0""",8,4,0,52%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Daniel Medina,"6' 0""","74.0""",11,7,0,36%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anvarbek Daniyalbekov,0,0,8,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Dantas,"5' 10""",0,20,4,0,60%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karen Darabedyan,"5' 7""","68.0""",13,6,0,51%,67%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
